Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,User ID,Rating
177874,Apple Airpods Headphones,1,150.0,04/04/19 18:23,"334 Willow St, Boston, MA 02215",DefaultUserID,3
177875,Apple Airpods Headphones,1,150.0,04/13/19 13:50,"474 Lakeview St, San Francisco, CA 94016",DefaultUserID,1
177876,USB-C Charging Cable,1,11.95,04/14/19 10:57,"843 Chestnut St, San Francisco, CA 94016",DefaultUserID,3
177877,Google Phone,1,600.0,04/24/19 23:59,"666 Pine St, San Francisco, CA 94016",DefaultUserID,4
177878,Apple Airpods Headphones,1,150.0,04/20/19 19:47,"561 Willow St, San Francisco, CA 94016",DefaultUserID,2
177879,Vareebadd Phone,1,400.0,04/09/19 18:59,"879 12th St, San Francisco, CA 94016",DefaultUserID,3
177880,AA Batteries (4-pack),1,3.84,04/18/19 13:24,"818 Forest St, Boston, MA 02215",DefaultUserID,2
177881,20in Monitor,1,109.99,04/01/19 10:52,"748 4th St, San Francisco, CA 94016",DefaultUserID,3
177882,AA Batteries (4-pack),1,3.84,04/25/19 14:50,"181 Walnut St, Seattle, WA 98101",DefaultUserID,5
177883,Wired Headphones,1,11.99,04/15/19 17:17,"341 Maple St, San Francisco, CA 94016",DefaultUserID,1
177884,Apple Airpods Headphones,1,150.0,04/12/19 20:49,"367 Maple St, Atlanta, GA 30301",DefaultUserID,2
177885,27in 4K Gaming Monitor,1,389.99,04/08/19 19:57,"485 9th St, New York City, NY 10001",DefaultUserID,3
177886,USB-C Charging Cable,1,11.95,04/20/19 18:11,"943 Lincoln St, Los Angeles, CA 90001",DefaultUserID,5
177887,AA Batteries (4-pack),1,3.84,04/16/19 10:00,"394 Hickory St, San Francisco, CA 94016",DefaultUserID,2
177888,iPhone,1,700.0,04/07/19 18:11,"530 Jefferson St, San Francisco, CA 94016",DefaultUserID,1
177889,Lightning Charging Cable,1,14.95,04/18/19 13:36,"595 1st St, Dallas, TX 75001",DefaultUserID,1
177890,Macbook Pro Laptop,1,1700.0,04/08/19 15:47,"486 Park St, New York City, NY 10001",DefaultUserID,2
177891,Wired Headphones,1,11.99,04/04/19 19:22,"981 9th St, Atlanta, GA 30301",DefaultUserID,5
177892,Lightning Charging Cable,1,14.95,04/04/19 05:16,"369 Hill St, Boston, MA 02215",DefaultUserID,4
177893,Lightning Charging Cable,1,14.95,04/13/19 12:34,"116 10th St, San Francisco, CA 94016",DefaultUserID,4
177894,27in FHD Monitor,1,149.99,04/29/19 22:49,"607 12th St, Seattle, WA 98101",DefaultUserID,1
177895,Bose SoundSport Headphones,1,99.99,04/22/19 18:12,"225 Jefferson St, New York City, NY 10001",DefaultUserID,3
177896,USB-C Charging Cable,2,11.95,04/12/19 12:25,"266 Willow St, San Francisco, CA 94016",DefaultUserID,5
177897,Lightning Charging Cable,1,14.95,04/16/19 00:10,"521 14th St, Austin, TX 73301",DefaultUserID,4
177898,Google Phone,1,600.0,04/16/19 13:38,"928 6th St, Los Angeles, CA 90001",DefaultUserID,4
177899,AA Batteries (4-pack),1,3.84,04/13/19 18:17,"387 12th St, Portland, OR 97035",DefaultUserID,3
177900,AA Batteries (4-pack),2,3.84,04/21/19 21:36,"605 Johnson St, Portland, OR 97035",DefaultUserID,2
177901,Apple Airpods Headphones,1,150.0,04/23/19 21:51,"337 Chestnut St, San Francisco, CA 94016",DefaultUserID,3
177902,Vareebadd Phone,1,400.0,04/04/19 11:54,"290 Maple St, San Francisco, CA 94016",DefaultUserID,5
177903,20in Monitor,1,109.99,04/26/19 19:39,"50 Lincoln St, Los Angeles, CA 90001",DefaultUserID,4
177904,Apple Airpods Headphones,1,150.0,04/26/19 06:56,"841 Hill St, Atlanta, GA 30301",DefaultUserID,5
177905,Bose SoundSport Headphones,1,99.99,04/12/19 11:19,"12 Elm St, San Francisco, CA 94016",DefaultUserID,2
177906,Google Phone,1,600.0,04/15/19 04:59,"876 Wilson St, New York City, NY 10001",DefaultUserID,2
177907,USB-C Charging Cable,1,11.95,04/05/19 10:01,"680 Sunset St, Los Angeles, CA 90001",DefaultUserID,4
177908,Wired Headphones,1,11.99,04/08/19 14:05,"280 Maple St, Boston, MA 02215",DefaultUserID,5
177909,AA Batteries (4-pack),1,3.84,04/11/19 19:49,"531 Forest St, Boston, MA 02215",DefaultUserID,5
177910,LG Dryer,1,600.0,04/10/19 10:17,"370 1st St, Los Angeles, CA 90001",DefaultUserID,5
177911,AAA Batteries (4-pack),1,2.99,04/05/19 13:13,"714 8th St, Austin, TX 73301",DefaultUserID,1
177912,USB-C Charging Cable,1,11.95,04/11/19 20:23,"120 Cedar St, San Francisco, CA 94016",DefaultUserID,2
177913,Apple Airpods Headphones,1,150.0,04/04/19 18:49,"373 Willow St, Dallas, TX 75001",DefaultUserID,3
177914,AAA Batteries (4-pack),1,2.99,04/11/19 12:50,"723 Church St, San Francisco, CA 94016",DefaultUserID,3
177915,Apple Airpods Headphones,1,150.0,04/25/19 10:53,"64 2nd St, Los Angeles, CA 90001",DefaultUserID,4
177916,Lightning Charging Cable,1,14.95,04/09/19 12:39,"443 Willow St, New York City, NY 10001",DefaultUserID,2
177917,Wired Headphones,1,11.99,04/06/19 15:49,"737 Lincoln St, San Francisco, CA 94016",DefaultUserID,2
177918,27in FHD Monitor,1,149.99,04/21/19 09:57,"903 Adams St, Boston, MA 02215",DefaultUserID,2
177919,Lightning Charging Cable,1,14.95,04/25/19 10:37,"470 13th St, Portland, OR 97035",DefaultUserID,1
177920,Lightning Charging Cable,1,14.95,04/08/19 19:53,"355 River St, Atlanta, GA 30301",DefaultUserID,4
177921,AAA Batteries (4-pack),2,2.99,04/14/19 20:42,"94 Lake St, San Francisco, CA 94016",DefaultUserID,5
177922,AAA Batteries (4-pack),2,2.99,04/29/19 17:34,"853 Lakeview St, Portland, OR 97035",DefaultUserID,4
177923,AA Batteries (4-pack),1,3.84,04/04/19 17:43,"947 Pine St, San Francisco, CA 94016",DefaultUserID,5
177924,Lightning Charging Cable,1,14.95,04/16/19 11:49,"52 Hickory St, San Francisco, CA 94016",DefaultUserID,3
177925,27in 4K Gaming Monitor,1,389.99,04/17/19 15:30,"26 Lake St, Atlanta, GA 30301",DefaultUserID,3
177926,Lightning Charging Cable,1,14.95,04/18/19 11:48,"476 Ridge St, San Francisco, CA 94016",DefaultUserID,4
177927,27in 4K Gaming Monitor,1,389.99,04/17/19 10:37,"76 Hill St, Boston, MA 02215",DefaultUserID,5
177928,AAA Batteries (4-pack),2,2.99,04/25/19 13:07,"722 Walnut St, San Francisco, CA 94016",DefaultUserID,2
177929,27in FHD Monitor,1,149.99,04/21/19 23:42,"557 Johnson St, Seattle, WA 98101",DefaultUserID,1
177930,AAA Batteries (4-pack),1,2.99,04/16/19 19:23,"915 10th St, Boston, MA 02215",DefaultUserID,1
177931,AAA Batteries (4-pack),1,2.99,04/17/19 13:43,"543 Meadow St, San Francisco, CA 94016",DefaultUserID,3
177932,AA Batteries (4-pack),1,3.84,04/26/19 07:28,"758 Lakeview St, San Francisco, CA 94016",DefaultUserID,5
177933,USB-C Charging Cable,2,11.95,04/08/19 20:15,"241 South St, Dallas, TX 75001",DefaultUserID,4
177934,27in FHD Monitor,1,149.99,04/07/19 17:15,"333 Park St, Austin, TX 73301",DefaultUserID,1
177935,Bose SoundSport Headphones,1,99.99,04/23/19 20:11,"565 Dogwood St, Seattle, WA 98101",DefaultUserID,2
177936,Apple Airpods Headphones,1,150.0,04/08/19 18:36,"607 Hill St, San Francisco, CA 94016",DefaultUserID,3
177937,AA Batteries (4-pack),1,3.84,04/01/19 12:39,"766 Dogwood St, Atlanta, GA 30301",DefaultUserID,3
177938,Bose SoundSport Headphones,1,99.99,04/27/19 23:14,"150 Chestnut St, Seattle, WA 98101",DefaultUserID,5
177939,34in Ultrawide Monitor,1,379.99,04/10/19 14:28,"11 Dogwood St, New York City, NY 10001",DefaultUserID,2
177940,AA Batteries (4-pack),1,3.84,04/02/19 11:10,"646 12th St, San Francisco, CA 94016",DefaultUserID,2
177941,AAA Batteries (4-pack),1,2.99,04/20/19 22:14,"849 Center St, New York City, NY 10001",DefaultUserID,1
177942,AA Batteries (4-pack),1,3.84,04/29/19 19:01,"639 Willow St, Los Angeles, CA 90001",DefaultUserID,3
177943,Lightning Charging Cable,1,14.95,04/07/19 13:28,"126 Hickory St, San Francisco, CA 94016",DefaultUserID,2
177944,USB-C Charging Cable,1,11.95,04/12/19 21:34,"138 10th St, Austin, TX 73301",DefaultUserID,4
177945,USB-C Charging Cable,2,11.95,04/09/19 22:04,"257 West St, Dallas, TX 75001",DefaultUserID,3
177946,Lightning Charging Cable,1,14.95,04/11/19 18:28,"252 Maple St, San Francisco, CA 94016",DefaultUserID,5
177947,AA Batteries (4-pack),1,3.84,04/15/19 20:35,"751 7th St, Boston, MA 02215",DefaultUserID,4
177948,AAA Batteries (4-pack),1,2.99,04/08/19 13:26,"580 Elm St, Atlanta, GA 30301",DefaultUserID,1
177949,USB-C Charging Cable,1,11.95,04/02/19 20:40,"939 Cedar St, Seattle, WA 98101",DefaultUserID,4
177950,Bose SoundSport Headphones,1,99.99,04/28/19 07:28,"321 Willow St, Boston, MA 02215",DefaultUserID,3
177951,34in Ultrawide Monitor,1,379.99,04/01/19 19:45,"256 Meadow St, Seattle, WA 98101",DefaultUserID,5
177952,USB-C Charging Cable,1,11.95,04/22/19 06:57,"901 Pine St, Los Angeles, CA 90001",DefaultUserID,3
177953,Wired Headphones,1,11.99,04/14/19 16:29,"26 Washington St, Boston, MA 02215",DefaultUserID,4
177954,AA Batteries (4-pack),1,3.84,04/17/19 20:10,"192 Meadow St, San Francisco, CA 94016",DefaultUserID,3
177955,34in Ultrawide Monitor,1,379.99,04/26/19 12:11,"71 Lake St, San Francisco, CA 94016",DefaultUserID,3
177956,USB-C Charging Cable,1,11.95,04/20/19 05:46,"562 12th St, New York City, NY 10001",DefaultUserID,2
177957,USB-C Charging Cable,1,11.95,04/12/19 21:02,"231 Cherry St, Portland, OR 97035",DefaultUserID,3
177958,AA Batteries (4-pack),1,3.84,04/20/19 17:40,"726 8th St, Los Angeles, CA 90001",DefaultUserID,5
177959,AAA Batteries (4-pack),1,2.99,04/05/19 08:47,"238 Church St, New York City, NY 10001",DefaultUserID,1
177960,20in Monitor,1,109.99,04/12/19 13:14,"74 Forest St, Seattle, WA 98101",DefaultUserID,5
177961,27in 4K Gaming Monitor,1,389.99,04/30/19 20:00,"697 West St, Dallas, TX 75001",DefaultUserID,2
177962,Wired Headphones,1,11.99,04/29/19 09:35,"889 5th St, San Francisco, CA 94016",DefaultUserID,1
177963,20in Monitor,1,109.99,04/29/19 10:16,"780 South St, New York City, NY 10001",DefaultUserID,3
177964,34in Ultrawide Monitor,1,379.99,04/06/19 16:48,"852 Spruce St, New York City, NY 10001",DefaultUserID,4
177965,AAA Batteries (4-pack),2,2.99,04/19/19 22:49,"819 Madison St, Austin, TX 73301",DefaultUserID,5
177966,34in Ultrawide Monitor,1,379.99,04/04/19 13:43,"712 7th St, San Francisco, CA 94016",DefaultUserID,4
177967,Lightning Charging Cable,1,14.95,04/23/19 07:04,"901 Pine St, New York City, NY 10001",DefaultUserID,2
177968,Bose SoundSport Headphones,1,99.99,04/12/19 23:33,"260 Sunset St, San Francisco, CA 94016",DefaultUserID,3
177969,AAA Batteries (4-pack),1,2.99,04/13/19 23:47,"840 Forest St, San Francisco, CA 94016",DefaultUserID,4
177970,AAA Batteries (4-pack),1,2.99,04/06/19 11:14,"19 Elm St, Los Angeles, CA 90001",DefaultUserID,1
177971,iPhone,1,700.0,04/30/19 08:05,"81 Lincoln St, San Francisco, CA 94016",DefaultUserID,1
177971,Lightning Charging Cable,1,14.95,04/30/19 08:05,"81 Lincoln St, San Francisco, CA 94016",DefaultUserID,3
177972,AAA Batteries (4-pack),1,2.99,04/29/19 13:09,"566 4th St, Los Angeles, CA 90001",DefaultUserID,5
177973,Lightning Charging Cable,1,14.95,04/20/19 10:44,"299 Washington St, San Francisco, CA 94016",DefaultUserID,2
177974,Bose SoundSport Headphones,1,99.99,04/23/19 13:13,"293 Sunset St, San Francisco, CA 94016",DefaultUserID,3
177975,AA Batteries (4-pack),3,3.84,04/30/19 08:46,"167 12th St, Los Angeles, CA 90001",DefaultUserID,5
177976,USB-C Charging Cable,1,11.95,04/14/19 22:21,"908 Lakeview St, Seattle, WA 98101",DefaultUserID,2
177977,iPhone,1,700.0,04/03/19 19:49,"725 Pine St, San Francisco, CA 94016",DefaultUserID,5
177978,Apple Airpods Headphones,1,150.0,04/30/19 14:56,"447 Wilson St, Austin, TX 73301",DefaultUserID,5
177979,AA Batteries (4-pack),2,3.84,04/23/19 17:01,"684 Ridge St, San Francisco, CA 94016",DefaultUserID,2
177980,Bose SoundSport Headphones,1,99.99,04/26/19 02:36,"370 Ridge St, New York City, NY 10001",DefaultUserID,4
177981,USB-C Charging Cable,1,11.95,04/09/19 14:43,"250 Washington St, San Francisco, CA 94016",DefaultUserID,5
177982,AA Batteries (4-pack),1,3.84,04/15/19 10:42,"414 7th St, San Francisco, CA 94016",DefaultUserID,1
177983,USB-C Charging Cable,1,11.95,04/23/19 15:21,"652 Lincoln St, Boston, MA 02215",DefaultUserID,5
177984,Apple Airpods Headphones,1,150.0,04/18/19 10:43,"625 Ridge St, San Francisco, CA 94016",DefaultUserID,2
177985,Lightning Charging Cable,1,14.95,04/04/19 13:05,"216 Church St, Boston, MA 02215",DefaultUserID,1
177986,Apple Airpods Headphones,1,150.0,04/26/19 17:14,"281 Center St, New York City, NY 10001",DefaultUserID,5
177987,Apple Airpods Headphones,1,150.0,04/07/19 10:02,"648 Main St, Seattle, WA 98101",DefaultUserID,4
177988,20in Monitor,1,109.99,04/28/19 18:32,"728 12th St, Dallas, TX 75001",DefaultUserID,4
177989,AA Batteries (4-pack),2,3.84,04/26/19 22:19,"167 Spruce St, Los Angeles, CA 90001",DefaultUserID,1
177990,Lightning Charging Cable,1,14.95,04/02/19 13:19,"510 6th St, New York City, NY 10001",DefaultUserID,3
177991,34in Ultrawide Monitor,1,379.99,04/21/19 21:42,"560 Willow St, Boston, MA 02215",DefaultUserID,5
177992,Bose SoundSport Headphones,1,99.99,04/27/19 23:50,"42 Meadow St, Portland, OR 97035",DefaultUserID,2
177993,AAA Batteries (4-pack),3,2.99,04/13/19 21:53,"300 14th St, San Francisco, CA 94016",DefaultUserID,1
177994,Lightning Charging Cable,1,14.95,04/01/19 19:15,"558 Maple St, San Francisco, CA 94016",DefaultUserID,2
177995,AA Batteries (4-pack),3,3.84,04/13/19 12:01,"820 Pine St, San Francisco, CA 94016",DefaultUserID,1
177996,iPhone,1,700.0,04/07/19 17:20,"37 Jackson St, Atlanta, GA 30301",DefaultUserID,2
177996,Lightning Charging Cable,1,14.95,04/07/19 17:20,"37 Jackson St, Atlanta, GA 30301",DefaultUserID,2
177997,Lightning Charging Cable,1,14.95,04/04/19 19:47,"797 Center St, New York City, NY 10001",DefaultUserID,1
177998,AAA Batteries (4-pack),1,2.99,04/09/19 12:51,"484 1st St, Dallas, TX 75001",DefaultUserID,5
177999,ThinkPad Laptop,1,999.99,04/15/19 11:04,"257 10th St, New York City, NY 10001",DefaultUserID,1
178000,Lightning Charging Cable,1,14.95,04/27/19 11:47,"979 Hickory St, Los Angeles, CA 90001",DefaultUserID,2
178001,USB-C Charging Cable,1,11.95,04/05/19 10:50,"976 Park St, New York City, NY 10001",DefaultUserID,5
178002,USB-C Charging Cable,1,11.95,04/13/19 17:17,"746 Willow St, Los Angeles, CA 90001",DefaultUserID,4
178003,iPhone,1,700.0,04/04/19 18:52,"824 11th St, San Francisco, CA 94016",DefaultUserID,1
178004,AA Batteries (4-pack),2,3.84,04/12/19 19:10,"372 Spruce St, Los Angeles, CA 90001",DefaultUserID,5
178005,USB-C Charging Cable,1,11.95,04/07/19 12:02,"183 Cherry St, San Francisco, CA 94016",DefaultUserID,1
178006,Lightning Charging Cable,1,14.95,04/13/19 22:52,"188 Sunset St, Los Angeles, CA 90001",DefaultUserID,4
178007,iPhone,1,700.0,04/14/19 13:54,"824 Jefferson St, New York City, NY 10001",DefaultUserID,5
178008,Bose SoundSport Headphones,1,99.99,04/05/19 07:42,"162 West St, Los Angeles, CA 90001",DefaultUserID,5
178009,34in Ultrawide Monitor,1,379.99,04/10/19 16:01,"829 1st St, New York City, NY 10001",DefaultUserID,4
178009,USB-C Charging Cable,1,11.95,04/10/19 16:01,"829 1st St, New York City, NY 10001",DefaultUserID,2
178010,Wired Headphones,1,11.99,04/02/19 16:30,"774 Forest St, Los Angeles, CA 90001",DefaultUserID,3
178011,AAA Batteries (4-pack),2,2.99,04/21/19 21:28,"83 Church St, Atlanta, GA 30301",DefaultUserID,1
178012,Wired Headphones,2,11.99,04/13/19 16:39,"49 Walnut St, San Francisco, CA 94016",DefaultUserID,5
178013,Wired Headphones,1,11.99,04/04/19 18:28,"6 11th St, Los Angeles, CA 90001",DefaultUserID,2
178014,Wired Headphones,1,11.99,04/27/19 14:50,"818 11th St, Boston, MA 02215",DefaultUserID,5
178015,USB-C Charging Cable,1,11.95,04/27/19 10:30,"315 Ridge St, Dallas, TX 75001",DefaultUserID,4
178016,USB-C Charging Cable,1,11.95,04/17/19 16:10,"230 Spruce St, Los Angeles, CA 90001",DefaultUserID,2
178017,USB-C Charging Cable,1,11.95,04/10/19 17:35,"672 Hill St, Los Angeles, CA 90001",DefaultUserID,4
178018,Macbook Pro Laptop,1,1700.0,04/27/19 15:23,"378 Dogwood St, Portland, OR 97035",DefaultUserID,4
178019,Apple Airpods Headphones,1,150.0,04/05/19 14:19,"757 1st St, Atlanta, GA 30301",DefaultUserID,3
178020,AAA Batteries (4-pack),1,2.99,04/20/19 22:27,"285 2nd St, Atlanta, GA 30301",DefaultUserID,2
178021,Wired Headphones,1,11.99,04/28/19 09:07,"301 5th St, Dallas, TX 75001",DefaultUserID,1
178022,Flatscreen TV,1,300.0,04/27/19 20:55,"786 Dogwood St, Los Angeles, CA 90001",DefaultUserID,4
178023,Google Phone,1,600.0,04/08/19 21:03,"671 Cherry St, San Francisco, CA 94016",DefaultUserID,5
178024,Bose SoundSport Headphones,1,99.99,04/08/19 06:07,"1 Dogwood St, Atlanta, GA 30301",DefaultUserID,2
178025,USB-C Charging Cable,1,11.95,04/19/19 17:46,"12 Johnson St, San Francisco, CA 94016",DefaultUserID,4
178026,Macbook Pro Laptop,1,1700.0,04/08/19 23:11,"508 Park St, Los Angeles, CA 90001",DefaultUserID,2
178027,Lightning Charging Cable,1,14.95,04/06/19 15:06,"26 Hickory St, Seattle, WA 98101",DefaultUserID,4
178028,20in Monitor,1,109.99,04/19/19 13:21,"408 10th St, San Francisco, CA 94016",DefaultUserID,4
178029,iPhone,1,700.0,04/06/19 21:15,"800 9th St, Los Angeles, CA 90001",DefaultUserID,3
178029,Apple Airpods Headphones,1,150.0,04/06/19 21:15,"800 9th St, Los Angeles, CA 90001",DefaultUserID,2
178030,USB-C Charging Cable,1,11.95,04/07/19 11:58,"253 1st St, San Francisco, CA 94016",DefaultUserID,1
178031,34in Ultrawide Monitor,1,379.99,04/11/19 14:22,"844 11th St, Boston, MA 02215",DefaultUserID,5
178032,AA Batteries (4-pack),1,3.84,04/10/19 10:38,"455 Lakeview St, Portland, OR 97035",DefaultUserID,4
178033,AA Batteries (4-pack),1,3.84,04/20/19 11:36,"740 Ridge St, Portland, ME 04101",DefaultUserID,3
178034,Wired Headphones,1,11.99,04/05/19 07:33,"962 Walnut St, San Francisco, CA 94016",DefaultUserID,5
178035,AA Batteries (4-pack),1,3.84,04/25/19 18:19,"284 Walnut St, San Francisco, CA 94016",DefaultUserID,1
178036,Lightning Charging Cable,1,14.95,04/18/19 10:03,"169 10th St, Dallas, TX 75001",DefaultUserID,1
178037,AAA Batteries (4-pack),3,2.99,04/01/19 21:03,"407 Ridge St, Los Angeles, CA 90001",DefaultUserID,4
178038,34in Ultrawide Monitor,1,379.99,04/27/19 19:09,"355 12th St, San Francisco, CA 94016",DefaultUserID,1
178039,Apple Airpods Headphones,1,150.0,04/15/19 11:36,"717 Highland St, Boston, MA 02215",DefaultUserID,4
178040,AA Batteries (4-pack),4,3.84,04/19/19 11:29,"604 5th St, New York City, NY 10001",DefaultUserID,2
178041,Lightning Charging Cable,1,14.95,04/11/19 20:01,"560 Forest St, San Francisco, CA 94016",DefaultUserID,2
178042,34in Ultrawide Monitor,1,379.99,04/11/19 20:37,"234 5th St, New York City, NY 10001",DefaultUserID,3
178043,AAA Batteries (4-pack),1,2.99,04/20/19 10:52,"922 Maple St, San Francisco, CA 94016",DefaultUserID,2
178044,USB-C Charging Cable,2,11.95,04/10/19 21:40,"448 Meadow St, New York City, NY 10001",DefaultUserID,1
178045,20in Monitor,1,109.99,04/30/19 21:24,"871 Jefferson St, Los Angeles, CA 90001",DefaultUserID,3
178046,iPhone,1,700.0,04/05/19 10:26,"767 Spruce St, New York City, NY 10001",DefaultUserID,5
178047,USB-C Charging Cable,1,11.95,04/17/19 19:53,"850 Maple St, New York City, NY 10001",DefaultUserID,2
178048,Apple Airpods Headphones,1,150.0,04/04/19 12:44,"738 Jefferson St, Boston, MA 02215",DefaultUserID,1
178049,USB-C Charging Cable,2,11.95,04/21/19 20:05,"416 10th St, Boston, MA 02215",DefaultUserID,4
178050,AAA Batteries (4-pack),2,2.99,04/25/19 20:33,"540 Washington St, Los Angeles, CA 90001",DefaultUserID,4
178051,Lightning Charging Cable,1,14.95,04/13/19 21:49,"628 Walnut St, Boston, MA 02215",DefaultUserID,1
178052,Flatscreen TV,1,300.0,04/10/19 15:55,"26 Hickory St, San Francisco, CA 94016",DefaultUserID,2
178053,Apple Airpods Headphones,1,150.0,04/19/19 08:41,"196 Jefferson St, Portland, ME 04101",DefaultUserID,5
178054,AAA Batteries (4-pack),1,2.99,04/05/19 14:12,"574 Chestnut St, Austin, TX 73301",DefaultUserID,3
178055,Lightning Charging Cable,1,14.95,04/12/19 17:26,"497 Spruce St, San Francisco, CA 94016",DefaultUserID,1
178056,USB-C Charging Cable,1,11.95,04/15/19 15:27,"333 Jackson St, Seattle, WA 98101",DefaultUserID,1
178057,AA Batteries (4-pack),1,3.84,04/18/19 16:22,"982 Hickory St, Atlanta, GA 30301",DefaultUserID,4
178058,Macbook Pro Laptop,1,1700.0,04/17/19 17:12,"437 Lakeview St, San Francisco, CA 94016",DefaultUserID,2
178059,Wired Headphones,1,11.99,04/05/19 11:18,"188 Walnut St, Austin, TX 73301",DefaultUserID,3
178060,AAA Batteries (4-pack),1,2.99,04/10/19 10:23,"286 North St, Dallas, TX 75001",DefaultUserID,3
178061,Lightning Charging Cable,1,14.95,04/28/19 15:27,"219 Highland St, Boston, MA 02215",DefaultUserID,4
178062,AA Batteries (4-pack),1,3.84,04/21/19 23:19,"274 Sunset St, Portland, OR 97035",DefaultUserID,3
178063,Lightning Charging Cable,1,14.95,04/06/19 20:53,"365 Elm St, Austin, TX 73301",DefaultUserID,2
178064,27in 4K Gaming Monitor,1,389.99,04/20/19 22:49,"199 8th St, Seattle, WA 98101",DefaultUserID,2
178065,iPhone,1,700.0,04/11/19 10:10,"552 Pine St, Atlanta, GA 30301",DefaultUserID,4
178066,USB-C Charging Cable,1,11.95,04/20/19 07:06,"986 Ridge St, San Francisco, CA 94016",DefaultUserID,2
178067,AAA Batteries (4-pack),1,2.99,04/16/19 23:48,"395 Hickory St, Atlanta, GA 30301",DefaultUserID,3
178068,AAA Batteries (4-pack),1,2.99,04/15/19 10:20,"669 1st St, Portland, OR 97035",DefaultUserID,4
178069,Apple Airpods Headphones,1,150.0,04/22/19 08:43,"36 Johnson St, Austin, TX 73301",DefaultUserID,1
178070,Google Phone,1,600.0,04/19/19 18:41,"375 Cherry St, Portland, OR 97035",DefaultUserID,2
178071,AA Batteries (4-pack),5,3.84,04/20/19 11:51,"79 1st St, San Francisco, CA 94016",DefaultUserID,1
178072,Apple Airpods Headphones,1,150.0,04/26/19 20:28,"128 12th St, New York City, NY 10001",DefaultUserID,1
178073,27in FHD Monitor,1,149.99,04/27/19 21:27,"863 6th St, Boston, MA 02215",DefaultUserID,3
178074,AAA Batteries (4-pack),2,2.99,04/18/19 13:00,"190 14th St, San Francisco, CA 94016",DefaultUserID,5
178075,20in Monitor,1,109.99,04/17/19 02:20,"952 Center St, New York City, NY 10001",DefaultUserID,2
178076,20in Monitor,1,109.99,04/19/19 14:22,"405 Cherry St, Boston, MA 02215",DefaultUserID,1
178077,ThinkPad Laptop,1,999.99,04/06/19 03:09,"771 14th St, San Francisco, CA 94016",DefaultUserID,1
178078,USB-C Charging Cable,2,11.95,04/08/19 19:31,"430 14th St, Los Angeles, CA 90001",DefaultUserID,5
178079,Lightning Charging Cable,1,14.95,04/20/19 10:19,"203 Pine St, Los Angeles, CA 90001",DefaultUserID,2
178080,27in 4K Gaming Monitor,1,389.99,04/17/19 05:42,"128 2nd St, New York City, NY 10001",DefaultUserID,1
178081,34in Ultrawide Monitor,1,379.99,04/11/19 08:07,"992 Elm St, Los Angeles, CA 90001",DefaultUserID,1
178082,Wired Headphones,1,11.99,04/06/19 17:08,"710 Jefferson St, New York City, NY 10001",DefaultUserID,1
178083,iPhone,1,700.0,04/28/19 12:26,"109 Cherry St, San Francisco, CA 94016",DefaultUserID,1
178084,27in FHD Monitor,1,149.99,04/04/19 16:19,"833 Main St, Atlanta, GA 30301",DefaultUserID,4
178085,Lightning Charging Cable,2,14.95,04/19/19 16:51,"878 Center St, Los Angeles, CA 90001",DefaultUserID,3
178086,USB-C Charging Cable,1,11.95,04/07/19 12:14,"843 6th St, Seattle, WA 98101",DefaultUserID,5
178087,Bose SoundSport Headphones,1,99.99,04/30/19 20:28,"609 Elm St, Atlanta, GA 30301",DefaultUserID,3
178088,USB-C Charging Cable,1,11.95,04/14/19 15:05,"299 13th St, Los Angeles, CA 90001",DefaultUserID,1
178089,USB-C Charging Cable,1,11.95,04/25/19 15:36,"715 River St, Los Angeles, CA 90001",DefaultUserID,2
178090,USB-C Charging Cable,1,11.95,04/21/19 14:49,"781 Johnson St, Austin, TX 73301",DefaultUserID,3
178091,AA Batteries (4-pack),1,3.84,04/12/19 17:51,"991 Center St, Los Angeles, CA 90001",DefaultUserID,4
178092,Lightning Charging Cable,2,14.95,04/11/19 18:38,"595 Ridge St, New York City, NY 10001",DefaultUserID,3
178093,Lightning Charging Cable,1,14.95,04/18/19 17:08,"495 Madison St, San Francisco, CA 94016",DefaultUserID,4
178094,34in Ultrawide Monitor,1,379.99,04/17/19 04:39,"225 4th St, Dallas, TX 75001",DefaultUserID,5
178095,AA Batteries (4-pack),1,3.84,04/27/19 22:32,"219 Spruce St, Los Angeles, CA 90001",DefaultUserID,3
178096,Bose SoundSport Headphones,1,99.99,04/29/19 11:46,"707 Forest St, Seattle, WA 98101",DefaultUserID,3
178097,Macbook Pro Laptop,1,1700.0,04/03/19 10:48,"207 Elm St, Atlanta, GA 30301",DefaultUserID,5
178098,AA Batteries (4-pack),1,3.84,04/23/19 11:24,"154 Meadow St, Dallas, TX 75001",DefaultUserID,4
178099,AAA Batteries (4-pack),2,2.99,04/16/19 16:31,"304 South St, Boston, MA 02215",DefaultUserID,1
178100,34in Ultrawide Monitor,1,379.99,04/11/19 21:13,"713 Wilson St, New York City, NY 10001",DefaultUserID,1
178101,Lightning Charging Cable,1,14.95,04/21/19 16:32,"623 Forest St, San Francisco, CA 94016",DefaultUserID,3
178102,27in FHD Monitor,1,149.99,04/20/19 16:33,"240 Center St, New York City, NY 10001",DefaultUserID,2
178103,Wired Headphones,1,11.99,04/25/19 12:08,"563 Ridge St, San Francisco, CA 94016",DefaultUserID,3
